danger_level,elevation,temperature,wind_speed,humidity,avalanche_act,snow_depth
40.0,2498,13,35,60,0,13.44
60.0,2050,-4,39,56,0,17.8
60.0,1830,-14,7,64,0,3.252
40.0,2420,8,40,57,0,5.787
60.0,2480,-34,13,57,1,6.118
40.0,2650,3,9,67,1,13.03
60.0,2070,-11,36,55,0,3.286
40.0,2660,13,35,50,0,12.76
40.0,2480,-7,24,60,0,6.872
40.0,2570,-23,35,56,0,16.19
40.0,2030,-22,12,50,0,17.53
40.0,2520,-20,11,57,0,15.31
40.0,2381,13,35,63,0,3.568
40.0,2447,8,40,62,0,15.92
60.0,2490,-24,10,54,0,12.31
40.0,2710,-4,35,50,1,5.907
40.0,2540,-31,7,56,0,10.02
40.0,2200,-7,16,58,1,14.64
60.0,2500,-32,27,58,1,17.8
60.0,2220,-32,27,63,1,12.69
40.0,2644,-20,11,61,0,13.03
40.0,2529,8,40,61,0,17.53
40.0,2478,-16,16,60,0,3.702
60.0,2175,-8,12,64,1,16.39
40.0,2577,13,35,63,0,14.24
40.0,2387,12,16,61,0,8.87
40.0,2403,-22,12,56,1,12.56
40.0,2500,2,37,60,0,12.49
60.0,2475,-29,8,60,0,12.76
40.0,2375,6,31,50,0,11.63
40.0,2465,11,11,57,0,17.21
60.0,2490,-8,13,54,0,15.92
60.0,2380,-29,8,55,1,13.84
40.0,2500,-31,31,50,1,12.12
40.0,2270,-27,6,60,0,11.09
40.0,2050,2,37,64,0,15.38
60.0,2560,-21,10,55,0,12.76
40.0,2710,-11,10,65,1,13.24
60.0,2175,15,9,62,1,16.12
40.0,2620,12,16,58,0,8.87
60.0,2130,-32,27,64,1,17.62
40.0,2680,-7,24,63,1,9.21
40.0,2015,3,36,54,0,8.87
60.0,2490,-4,39,58,0,7.927
60.0,2510,-24,10,59,1,3.865
40.0,2640,13,35,63,1,12.64
40.0,2715,4,10,57,0,13.19
60.0,2470,-14,26,60,1,15.44
40.0,2710,3,9,56,0,6.6
40.0,2665,-4,35,61,0,7.595
60.0,2313,-8,13,57,1,12.9
40.0,2350,1,20,61,0,11.76
40.0,2570,11,29,60,0,15.48
40.0,2520,-27,8,63,0,11.91
60.0,2510,-10,34,63,1,17.39
60.0,2565,-34,13,53,1,9.47
40.0,2495,-27,6,56,0,12.64
60.0,2580,-24,10,55,1,12.39
60.0,2310,15,15,54,1,16.86
40.0,2380,-22,12,60,0,11.69
40.0,2439,-20,11,65,0,14.54
40.0,2469,-32,7,62,1,15.99
60.0,2340,-21,10,65,0,15.58
40.0,2600,-22,12,62,0,6.868
40.0,2380,-4,35,57,0,13.24
60.0,2475,-21,10,54,1,13.5
60.0,2195,-23,33,53,0,8.76
60.0,2415,-27,38,63,0,11.22
40.0,2460,3,9,61,0,16.39
60.0,2340,-23,33,59,1,12.77
60.0,2415,-24,10,55,0,4.155
60.0,2354,-10,34,57,0,12.76
40.0,2700,-7,40,60,1,12.76
40.0,2600,8,40,58,1,3.865
40.0,2422,11,29,50,0,3.836
40.0,2680,-20,11,59,0,13.37
40.0,2100,8,40,50,0,5.701
40.0,2640,-4,35,58,0,5.188
40.0,2394,3,9,65,0,4.507
40.0,2405,11,11,59,0,5.313
40.0,2440,-4,35,59,1,15.92
40.0,2265,-7,24,61,0,12.53
40.0,2448,-2,7,50,0,14.24
60.0,2573,-26,27,64,0,9.95
40.0,2660,-23,35,58,0,2.865
40.0,2448,13,35,61,0,4.535
60.0,2310,-34,7,56,1,10.28
40.0,2355,-23,35,67,1,14.84
40.0,2688,11,11,61,0,10.49
40.0,2370,13,35,58,0,14.84
40.0,2550,-27,6,62,0,10.56
60.0,2290,15,15,48,1,15.58
40.0,2470,-22,12,62,1,5.984
60.0,2285,-24,10,53,1,17.08
40.0,2350,0,23,58,0,12.39
40.0,2715,-20,11,59,0,15.66
60.0,2354,-7,22,60,0,4.535
40.0,2447,2,37,56,0,5.866
40.0,2540,-23,35,65,0,11.69
40.0,2514,11,29,65,0,4.645
40.0,2360,-7,40,61,0,12.28
60.0,2472,11,31,66,0,5.921
40.0,2492,3,7,50,0,14.84
60.0,2400,10,31,68,1,10.62
60.0,2221,-34,13,60,1,13.03
60.0,2620,-8,12,63,1,4.507
40.0,2394,8,40,59,0,3.702
60.0,2840,-7,22,54,1,15.51
40.0,2513,-11,10,64,1,13.5
40.0,2520,2,37,57,0,12.69
40.0,2483,15,19,53,0,14.64
40.0,2390,-27,6,60,0,11.22
40.0,2740,-32,7,61,0,15.45
40.0,2415,11,11,50,0,7.129
40.0,2483,8,40,50,0,3.505
40.0,2400,3,7,57,0,17.53
40.0,2710,8,24,61,0,13.33
40.0,2735,8,40,67,0,16.86
40.0,2365,-4,35,56,0,15.58
60.0,2040,-26,27,48,0,12.56
40.0,2468,4,10,64,0,15.25
40.0,2460,-14,36,65,0,17.26
60.0,2450,-23,33,62,0,3.865
40.0,2650,11,11,56,1,13.37
40.0,2665,8,40,60,0,12.5
40.0,2400,3,9,57,0,8.14
40.0,2490,-20,11,65,0,5.929
40.0,2460,8,24,50,0,12.63
40.0,2470,-20,11,61,0,3.468
60.0,2310,-34,13,60,1,13.7
60.0,2525,-7,22,57,0,14.51
40.0,2450,3,9,50,0,16.19
40.0,2670,3,9,54,1,5.317
60.0,2480,-4,39,68,1,12.09
40.0,2360,12,37,60,0,7.468
60.0,2610,-32,27,54,0,12.77
60.0,2710,-11,36,62,0,12.49
40.0,2660,2,37,65,0,12.26
60.0,2254,-11,36,62,1,6.659
40.0,2760,-7,40,63,0,6.118
40.0,2465,-2,7,57,0,4.645
40.0,2740,-22,12,65,0,3.702
40.0,2560,-11,23,52,1,11.63
60.0,2560,-24,10,60,1,6.391
40.0,2170,12,37,57,0,16.12
40.0,2618,-14,36,54,0,13.13
40.0,2440,4,10,56,0,7.729
40.0,2469,11,29,50,1,13.66
40.0,2420,-27,6,53,0,16.19
40.0,2087,-7,16,54,0,4.507
40.0,2087,11,29,61,0,12.49
40.0,2400,2,37,65,0,4.507
40.0,2630,6,31,54,0,3.595
40.0,2330,0,23,57,1,3.932
40.0,2447,8,40,52,0,13.44
40.0,2752,-2,7,56,0,15.45
40.0,2680,-4,35,65,0,13.19
60.0,2285,-11,9,65,1,14.64
60.0,2020,-24,10,65,0,12.53
40.0,2880,3,9,54,0,4.535
40.0,2492,3,9,56,0,7.468
60.0,2280,-29,8,62,0,6.063
60.0,2480,-14,7,58,1,17.08
60.0,2140,-32,27,62,0,16.39
40.0,2680,13,35,67,0,14.24
60.0,2370,-7,22,53,0,16.63
60.0,2020,-27,38,55,0,9.21
40.0,2415,15,19,61,0,6.659
60.0,2115,-8,12,68,1,13.1
40.0,2635,-7,24,63,0,12.22
60.0,2020,-32,27,53,0,15.92
40.0,2447,-11,14,62,0,7.468
40.0,2448,6,31,54,0,5.866
40.0,2450,-22,12,61,0,10.84
60.0,2560,-32,27,55,1,11.96
40.0,2498,15,19,54,0,13.6
40.0,2880,-13,25,61,0,3.468
40.0,2630,13,35,64,0,7.129
40.0,2230,-27,6,57,0,11.49
40.0,2469,-20,11,53,0,6.767
60.0,2240,-21,10,63,1,4.713
40.0,2492,-22,12,61,0,15.11
60.0,2115,-10,34,63,1,15.18
40.0,2245,-7,40,67,0,16.12
40.0,2447,-13,25,63,0,12.23
60.0,2490,-10,34,63,0,7.129
40.0,2020,-7,40,50,1,10.28
40.0,2338,3,9,63,0,16.19
60.0,2379,-14,26,66,1,13.03
60.0,2450,-7,22,55,0,14.04
60.0,2545,-27,38,54,0,14.24
40.0,2390,11,29,50,0,11.96
40.0,2600,-27,6,60,1,5.241
60.0,2830,-27,38,66,0,6.659
40.0,2965,-4,35,59,0,12.49
40.0,2465,-11,14,56,0,11.91
60.0,2475,14,35,54,0,15.92
40.0,2650,-13,25,61,1,15.62
40.0,2450,-13,25,59,0,13.63
40.0,2300,11,11,63,0,17.26
40.0,2430,-13,25,60,0,11.49
40.0,2487,-22,12,62,0,4.645
40.0,2170,8,24,57,0,12.09
40.0,2460,-22,12,57,0,14.51
40.0,2510,-24,36,59,0,12.37
40.0,1945,-22,12,65,0,11.91
40.0,2735,11,11,63,0,6.391
40.0,2094,-31,31,62,0,7.927
40.0,2680,-31,7,50,0,16.19
40.0,2350,1,20,65,0,11.77
40.0,2635,-11,10,65,0,13.33
60.0,2475,-14,7,64,0,4.507
40.0,2540,13,35,61,0,9.95
40.0,2525,11,11,61,0,4.311
40.0,2593,-7,40,63,0,12.49
60.0,2585,-32,27,57,0,12.43
40.0,2520,-27,6,67,0,16.39
40.0,2570,15,19,62,0,5.313
60.0,2195,-14,7,63,0,11.22
40.0,2586,-11,10,50,0,10.05
40.0,2480,11,29,50,0,13.13
40.0,2200,11,11,62,0,15.92
40.0,2415,11,29,65,0,6.34
40.0,2750,15,19,60,0,13.44
60.0,2130,14,35,56,0,5.241
40.0,2630,12,16,58,0,3.595
40.0,2605,2,37,50,0,16.12
40.0,2390,-2,7,56,0,13.03
60.0,2470,-34,13,48,0,5.866
40.0,2487,13,35,67,0,15.92
40.0,2600,11,11,65,0,12.77
40.0,2430,3,9,67,0,3.505
40.0,2415,-27,8,50,0,12.53
40.0,2424,11,11,64,0,9.01
40.0,2360,-4,35,60,1,13.13
40.0,2390,-27,6,61,0,12.77
40.0,2577,15,19,50,0,3.319
40.0,2470,3,9,62,0,12.79
40.0,2550,-31,31,58,0,11.77
40.0,2490,11,29,53,0,2.865
60.0,2350,-17,19,65,0,2.169
60.0,2475,-8,13,59,0,12.26
40.0,2580,-13,25,56,0,9.88
60.0,2420,-25,33,55,0,9.0
40.0,2422,-23,35,64,0,5.044
60.0,1830,15,36,55,0,3.468
40.0,2635,-27,8,58,1,9.01
40.0,2450,-24,36,61,0,13.77
60.0,2840,15,15,55,1,13.77
60.0,2610,-10,34,63,0,3.113
40.0,2510,8,40,54,0,6.734
40.0,2780,-20,11,57,0,5.701
40.0,2760,-11,10,59,1,13.66
40.0,2469,2,37,50,0,14.24
40.0,2381,2,37,53,0,7.468
60.0,2585,-4,39,64,0,5.866
40.0,2140,13,35,52,0,17.26
40.0,2360,3,9,65,0,16.05
60.0,2482,-24,10,62,0,11.46
60.0,2670,15,15,58,0,6.391
40.0,2465,3,9,50,0,5.921
40.0,2350,11,29,67,0,11.22
40.0,2442,-20,11,60,0,12.09
60.0,2398,-29,8,53,1,15.78
40.0,2350,8,24,65,0,10.78
40.0,2760,-13,25,63,1,6.118
40.0,2272,-13,25,56,0,7.002
40.0,2430,-16,16,53,0,15.25
40.0,2555,12,16,58,0,16.02
40.0,2520,2,37,50,0,5.241
40.0,2640,-23,35,60,0,12.69
60.0,2167,-10,34,60,0,4.373
40.0,2490,-7,34,57,0,3.702
60.0,2340,11,31,66,1,15.11
40.0,2415,-11,10,50,1,2.451
60.0,2505,-4,39,60,1,11.96
40.0,2447,-11,10,50,0,15.99
40.0,2515,-7,24,61,0,2.169
40.0,2447,-11,10,62,0,13.33
40.0,2160,11,29,67,0,13.35
40.0,2565,-7,40,58,0,15.78
60.0,2065,-21,10,62,1,12.02
40.0,2447,11,11,61,0,5.313
40.0,2311,-20,11,58,0,14.89
60.0,2506,-4,39,55,0,15.45
40.0,2710,-23,35,61,0,4.512
40.0,2360,4,10,61,0,15.99
40.0,2180,8,40,53,1,12.49
60.0,2505,-29,8,59,1,11.46
60.0,2545,-34,7,48,0,12.63
60.0,2480,-21,10,56,0,3.836
40.0,2465,15,19,54,0,5.044
40.0,2560,-13,25,62,0,3.113
60.0,2241,-17,19,59,0,15.85
60.0,2580,-17,19,64,0,8.68
40.0,2422,-11,14,62,0,5.313
40.0,2050,11,11,50,0,10.02
40.0,2630,12,37,59,0,16.63
60.0,2230,-27,38,64,0,12.49
40.0,2440,3,9,67,0,6.6
40.0,2580,-24,36,59,0,7.129
60.0,2130,-24,10,60,0,4.512
60.0,2490,-25,36,60,0,15.99
60.0,2490,-29,8,66,0,14.58
40.0,2520,-4,35,60,0,6.734
60.0,2420,-4,39,59,0,16.12
60.0,2270,11,31,64,0,13.14
40.0,2200,-16,16,62,1,6.659
40.0,2560,-27,6,53,0,10.02
40.0,2760,-30,9,56,1,15.99
60.0,2495,-11,36,63,0,10.78
40.0,2447,-27,8,67,0,13.5
40.0,2495,8,24,53,0,15.92
60.0,2470,-34,13,54,1,12.63
40.0,2965,0,23,58,0,13.13
40.0,2245,-7,24,57,0,12.43
40.0,2560,-7,40,52,0,15.92
40.0,2514,-27,6,65,0,6.324
40.0,2710,3,36,50,0,12.64
40.0,2760,-16,16,57,1,4.713
40.0,2440,-7,16,60,1,17.9
60.0,2470,-8,13,55,0,5.335
40.0,2500,-22,12,56,0,6.34
40.0,2680,-23,35,65,0,4.311
40.0,2525,-22,12,65,0,10.34
60.0,2280,-7,22,65,0,12.49
40.0,2420,-20,11,50,0,5.335
60.0,2070,-23,33,54,0,5.335
60.0,2520,-17,19,58,0,15.62
40.0,2540,4,10,61,0,10.62
40.0,2394,-13,25,59,0,15.92
60.0,2730,-29,8,63,0,15.92
60.0,2100,-24,10,48,0,16.12
40.0,2760,-31,31,60,1,12.43
40.0,2760,9,16,58,1,12.53
40.0,2483,11,11,56,0,16.12
40.0,2160,15,19,63,0,13.3
60.0,2200,-34,7,54,0,12.43
40.0,2390,-22,12,57,0,16.12
60.0,2420,-11,36,57,0,5.921
40.0,2640,-27,6,65,1,12.09
40.0,2440,-22,12,57,0,2.169
40.0,2040,11,11,50,0,5.984
40.0,2430,6,31,62,0,13.6
40.0,2447,-16,16,58,0,15.62
40.0,2760,-7,24,60,0,2.446
40.0,2760,0,23,50,1,4.155
40.0,2460,-22,12,53,0,9.21
60.0,2350,-25,36,55,0,11.42
40.0,2415,-31,31,63,1,13.32
40.0,2600,11,29,50,0,14.54
40.0,2410,-14,36,62,1,5.051
40.0,2360,-16,16,52,0,13.32
60.0,2350,-25,33,56,0,3.702
40.0,2350,-22,12,57,0,13.3
40.0,2580,-11,23,52,0,11.77
60.0,2560,-32,27,53,1,11.29
40.0,1945,-31,31,56,0,8.14
40.0,2338,8,24,50,0,10.7
40.0,2460,11,11,60,0,4.311
60.0,2270,-8,13,56,0,7.927
40.0,2450,4,10,62,1,12.49
60.0,2800,15,36,59,0,13.6
60.0,2379,-10,34,66,1,5.866
40.0,2630,-13,25,59,0,16.19
40.0,2750,-13,25,59,0,3.468
40.0,2520,-31,31,50,0,2.865
40.0,2410,11,29,61,1,11.69
40.0,2665,-7,24,58,0,13.14
60.0,2540,-25,33,57,0,15.48
40.0,2210,-7,24,59,0,15.58
60.0,2316,-27,38,55,0,11.42
40.0,2294,-23,35,50,1,5.984
40.0,2560,-11,23,59,0,3.252
60.0,2610,-29,8,53,1,13.3
40.0,2555,11,29,56,0,17.9
60.0,2470,-28,14,57,1,12.37
40.0,2680,12,37,61,0,4.155
60.0,2365,-10,34,62,0,9.17
40.0,2230,-20,11,59,0,15.92
40.0,2365,-23,35,56,0,15.99
60.0,2316,-11,30,56,0,3.595
40.0,2750,3,9,52,0,14.24
60.0,2087,-27,38,53,0,4.794
60.0,2285,-11,36,48,1,8.76
40.0,2500,-27,8,52,1,10.55
40.0,2580,0,23,61,0,6.767
40.0,2450,0,23,59,1,15.25
40.0,2450,-23,35,52,0,12.63
40.0,2360,13,35,50,1,13.7
40.0,2540,-7,40,59,0,17.26
60.0,2020,-29,8,63,0,12.09
40.0,2600,8,40,62,1,15.38
40.0,2478,4,10,61,0,8.14
60.0,2210,-7,22,63,1,5.866
40.0,2591,3,9,58,0,14.51
40.0,2295,15,19,56,0,12.77
40.0,2490,-13,25,52,0,13.03
60.0,2490,-14,7,63,0,14.54
60.0,2480,-8,12,56,1,5.051
60.0,2290,-27,38,65,1,16.19
40.0,2447,-27,6,53,0,14.89
40.0,2300,-13,25,60,0,3.932
40.0,2465,3,7,67,0,13.03
40.0,2320,11,29,67,0,15.58
60.0,2520,-4,39,62,1,12.23
60.0,2380,-14,7,63,1,12.56
40.0,2440,2,37,58,0,13.63
60.0,2221,-14,7,57,1,15.99
40.0,2640,-7,40,57,1,7.595
40.0,2540,11,29,52,0,17.62
40.0,2360,-2,7,61,0,17.26
60.0,2290,-29,8,48,1,17.8
40.0,2350,-22,12,65,0,15.78
60.0,2470,-13,12,63,0,12.09
40.0,2390,15,19,59,0,10.55
40.0,2403,1,20,58,1,6.734
40.0,2555,8,40,65,0,5.59
60.0,2140,-29,8,64,0,4.645
40.0,2670,-4,35,57,0,9.0
40.0,2650,3,7,67,1,15.78
40.0,2320,15,19,50,0,12.49
40.0,2390,-16,16,61,0,16.39
40.0,2468,-11,23,54,0,5.787
60.0,2200,-29,8,53,0,6.767
60.0,2780,-25,36,55,0,10.02
60.0,2065,-24,10,63,1,8.53
40.0,2270,-22,12,53,0,12.66
40.0,2469,-2,7,65,0,15.25
40.0,2540,13,35,65,0,4.709
40.0,2500,-24,36,57,0,8.87
40.0,2478,13,35,58,1,8.47
40.0,2365,11,29,50,0,10.55
60.0,2440,-11,36,48,1,8.53
40.0,2550,-20,11,65,0,15.51
60.0,2525,-29,8,63,0,12.9
40.0,2430,13,35,58,0,10.75
60.0,2280,-17,19,63,1,6.939
40.0,2568,0,23,54,0,12.22
60.0,2480,-14,26,58,0,17.8
40.0,2425,4,10,62,1,15.85
60.0,2285,-32,27,68,0,17.26
60.0,2438,-24,10,62,1,13.7
40.0,2483,-27,6,59,0,12.9
40.0,2460,3,9,57,0,4.574
40.0,2500,3,36,63,0,9.47
60.0,2310,-25,36,55,0,16.51
40.0,2520,-20,11,50,0,15.58
60.0,2220,-32,27,55,0,13.3
40.0,2410,3,9,61,1,11.22
60.0,2225,-23,33,54,0,4.155
60.0,2670,-21,10,57,0,16.25
60.0,2050,-27,38,63,0,5.984
60.0,2200,-7,22,66,0,10.84
40.0,2140,-13,25,57,0,13.7
40.0,2540,13,35,64,0,13.24
60.0,2380,-32,27,56,1,4.507
60.0,2780,-11,36,53,0,12.5
40.0,2381,-27,6,62,0,3.433
40.0,2440,8,40,56,0,5.984
40.0,2635,-4,35,58,0,11.29
60.0,2440,-23,33,53,1,16.39
40.0,2600,-2,33,62,0,9.17
60.0,2780,-24,10,60,0,9.17
60.0,2450,-11,36,68,0,6.872
40.0,2460,8,24,61,0,11.63
40.0,2591,15,19,57,0,7.595
40.0,2139,11,29,58,0,15.92
60.0,2545,-23,33,48,0,5.335
40.0,2585,2,37,52,0,4.535
60.0,2220,-17,19,55,0,12.59
40.0,2381,-7,40,50,0,15.92
60.0,2310,-7,22,64,0,13.7
40.0,2465,-20,11,62,0,9.94
40.0,2500,-27,6,53,0,2.865
60.0,2460,-14,7,54,0,16.12
40.0,2340,15,19,54,0,13.6
60.0,2261,-7,22,55,1,15.44
60.0,2215,-4,39,57,1,13.35
40.0,2770,-22,12,58,0,12.49
60.0,2475,-29,8,64,0,10.62
40.0,2200,11,29,53,0,9.01
40.0,2710,-20,11,52,0,4.574
40.0,2140,-7,40,57,0,13.66
40.0,2050,-13,25,62,0,13.33
40.0,2380,-7,40,63,0,11.46
60.0,2050,-32,27,56,0,5.241
40.0,2710,-2,33,59,1,12.77
40.0,2580,-11,10,52,0,5.241
40.0,2510,-27,6,60,0,13.33
40.0,2556,8,40,58,1,16.63
40.0,2350,11,29,57,0,10.34
40.0,2520,-7,24,61,0,17.21
40.0,2415,-4,35,50,0,15.92
40.0,2420,-20,11,62,0,12.09
40.0,2565,2,37,64,0,7.927
40.0,2460,-16,16,54,0,15.18
40.0,2360,-16,16,58,1,9.17
40.0,2403,3,9,67,1,11.46
60.0,2840,-17,19,55,1,6.118
40.0,2560,-14,36,62,0,11.69
40.0,2580,-16,16,57,0,12.9
40.0,2447,-4,35,61,0,6.391
40.0,2520,-32,7,50,0,16.12
40.0,2568,-20,11,53,0,12.28
60.0,2620,-24,10,60,0,15.58
60.0,2560,-34,7,57,1,10.28
40.0,2513,2,37,64,1,13.66
40.0,2355,3,9,59,1,3.505
40.0,2500,-22,12,58,1,11.01
40.0,2340,11,11,62,0,5.313
40.0,2591,-20,11,62,0,5.929
40.0,2595,8,40,58,1,15.04
60.0,2560,-25,33,55,1,3.286
40.0,2600,-2,7,61,0,8.76
40.0,2213,11,29,58,0,16.12
40.0,2448,-13,25,58,0,12.09
40.0,2370,-13,25,50,0,9.95
60.0,2505,-7,22,59,0,6.118
40.0,2448,3,9,61,0,3.836
60.0,2400,-14,26,55,1,10.55
40.0,2735,-7,40,54,0,12.63
60.0,2400,-4,39,68,0,12.36
60.0,2215,-11,36,57,1,15.92
60.0,2350,-14,7,63,0,17.9
60.0,2587,-10,34,65,1,14.89
40.0,2245,2,37,53,0,16.63
40.0,2360,-31,31,61,0,10.34
40.0,2390,0,23,60,0,8.47
60.0,2241,-7,22,54,0,7.002
40.0,2580,-14,36,65,0,13.6
40.0,2620,13,35,60,0,12.9
60.0,2520,0,36,58,0,11.96
40.0,2087,4,10,61,0,11.29
40.0,2410,-16,16,54,1,13.84
40.0,2570,15,19,50,0,12.49
40.0,2478,-31,7,65,0,15.11
60.0,2400,-7,22,48,0,3.702
40.0,2612,-16,16,58,0,17.26
60.0,2250,-34,13,60,0,5.787
40.0,2415,1,20,62,1,10.34
60.0,2247,-11,36,63,0,8.68
40.0,2440,12,16,61,0,13.1
40.0,2412,8,24,61,0,15.92
60.0,2233,-29,8,68,0,3.836
40.0,2475,13,35,53,0,15.25
40.0,2272,-11,23,63,0,10.84
60.0,2240,-14,7,66,1,7.595
40.0,2500,-20,11,60,1,8.14
40.0,2685,3,9,60,0,12.36
40.0,2470,-30,9,56,0,6.659
60.0,2840,-34,13,54,1,14.54
40.0,2591,12,16,53,0,15.66
40.0,2395,2,37,50,1,14.89
60.0,2595,15,9,65,0,13.63
40.0,2430,-7,34,50,0,12.69
40.0,2710,-7,24,56,0,6.118
40.0,2612,11,29,60,0,13.24
60.0,2480,-10,34,60,1,13.77
40.0,2570,2,37,57,0,6.868
40.0,2620,4,10,54,0,3.903
40.0,2710,-11,14,61,0,15.45
40.0,2480,-7,24,63,0,13.84
40.0,2465,11,29,57,0,5.335
40.0,2300,-16,16,65,0,12.59
40.0,2311,2,37,53,0,8.68
40.0,2350,-7,34,56,0,12.59
60.0,2040,-27,38,54,0,16.63
40.0,2360,8,24,61,0,3.903
40.0,2460,15,19,61,0,15.92
40.0,2040,4,10,65,0,5.787
40.0,2480,13,35,54,0,11.76
40.0,2762,-20,11,50,0,17.62
60.0,2200,-27,38,56,0,11.01
40.0,2480,2,37,67,0,12.79
60.0,2130,-14,7,66,1,12.22
40.0,2447,-27,6,65,0,14.51
40.0,2015,-32,7,59,0,3.468
60.0,2560,-11,36,56,0,6.592
60.0,2830,-17,19,62,0,11.46
60.0,2316,-29,8,63,0,9.95
40.0,2160,-31,31,65,0,3.505
40.0,2400,-4,35,57,0,14.64
40.0,2600,-20,11,64,0,13.16
40.0,2469,-22,12,60,1,2.446
40.0,2380,-20,11,60,0,11.96
60.0,2450,8,34,64,0,6.659
40.0,2760,15,19,58,0,10.02
40.0,2450,11,29,60,0,13.14
40.0,2380,15,19,58,0,16.39
40.0,2425,-20,11,63,1,3.113
60.0,2215,-7,22,54,1,15.7
40.0,2403,-16,16,53,1,9.95
40.0,2630,11,11,65,0,16.39
40.0,2380,-30,9,52,0,3.865
60.0,2380,-4,39,58,1,13.35
40.0,2612,-7,16,63,0,7.468
40.0,2620,12,16,58,0,7.927
40.0,2540,8,24,63,0,14.84
40.0,2410,-30,9,50,1,12.79
40.0,2660,6,31,54,0,4.507
40.0,2447,-2,33,56,0,13.33
60.0,2620,-34,13,55,0,1.696
60.0,2040,-24,10,65,0,13.16
40.0,2194,-13,25,50,0,5.921
40.0,2442,11,11,61,0,6.069
40.0,2593,-7,40,64,0,7.468
60.0,2495,-14,7,54,0,16.86
60.0,2495,-14,7,60,0,17.08
40.0,2520,-16,16,58,0,12.37
40.0,2140,-4,35,65,0,4.507
40.0,2670,8,40,61,0,13.63
40.0,2495,-4,35,59,0,5.59
40.0,2595,-20,11,57,0,11.76
40.0,2595,-14,36,64,1,4.512
60.0,2520,-29,8,64,0,15.99
40.0,2550,0,23,57,0,12.9
60.0,2520,-4,39,55,0,3.505
40.0,2330,8,24,53,0,17.8
40.0,2492,-7,34,59,0,12.66
40.0,2400,8,40,52,0,5.59
40.0,2360,-4,35,57,1,8.14
60.0,2241,-32,27,66,0,13.32
40.0,2630,11,29,53,0,15.92
60.0,2290,-32,27,55,1,17.53
60.0,2360,-32,27,57,0,3.836
40.0,2447,0,23,64,0,5.984
40.0,2375,-7,24,64,0,9.47
40.0,2320,-7,34,65,0,15.44
40.0,2420,-11,10,59,0,9.88
40.0,2595,11,11,61,0,13.5
60.0,2225,-34,13,59,0,13.7
40.0,2593,1,20,58,0,6.118
40.0,2740,11,11,57,0,11.22
40.0,2580,11,11,58,0,13.24
60.0,2167,-28,14,54,0,13.5
40.0,2750,-7,40,50,0,6.34
40.0,2465,-16,16,63,0,3.836
40.0,2490,-20,11,56,0,15.48
60.0,2065,-34,13,62,1,11.29
40.0,2752,-7,24,50,0,12.49
40.0,2320,4,10,60,0,4.535
40.0,2400,-7,40,62,1,5.984
40.0,2710,-7,16,61,1,17.21
60.0,2560,-27,38,59,0,12.31
40.0,2465,-16,16,58,0,16.63
40.0,2470,3,7,57,0,13.3
60.0,2585,-24,10,56,0,7.468
60.0,2020,-32,27,65,0,16.39
60.0,2320,11,31,55,0,11.22
40.0,2468,-7,24,50,0,16.02
40.0,2420,-7,40,56,0,11.29
60.0,2233,-21,10,63,0,10.84
40.0,2495,-30,9,62,0,7.468
40.0,2525,2,37,57,0,10.7
40.0,2730,15,19,65,0,13.19
40.0,2612,1,20,59,0,13.63
60.0,2070,-29,8,58,0,5.241
40.0,2529,13,35,59,0,13.6
60.0,2510,-24,10,63,1,12.59
60.0,2240,-29,8,60,0,11.91
40.0,2494,8,40,59,0,13.37
40.0,2490,-14,36,50,0,3.908
40.0,2580,-16,16,50,0,16.02
40.0,2420,2,37,60,0,13.6
40.0,2450,15,19,60,0,8.68
40.0,2585,3,7,62,0,12.12
40.0,2360,8,40,67,0,15.92
40.0,2660,11,29,59,0,15.58
40.0,2525,-7,16,52,0,12.09
40.0,2640,13,35,52,0,10.56
60.0,2225,-8,12,53,0,1.696
40.0,2780,-7,40,50,0,12.09
60.0,2465,-11,36,68,0,10.56
40.0,2050,-14,36,50,0,12.79
40.0,1945,13,35,63,0,3.908
40.0,2715,-31,31,67,0,5.787
40.0,2470,-7,40,65,0,4.645
40.0,2375,11,29,62,0,13.6
40.0,2580,-22,12,61,0,10.02
40.0,2580,-7,24,57,0,13.6
40.0,2460,-7,40,61,0,5.313
60.0,2560,-4,39,63,0,9.94
60.0,2310,-32,27,64,0,4.794
40.0,2660,-20,11,63,0,12.96
60.0,2280,-34,13,63,0,17.62
40.0,2570,2,37,62,0,12.09
60.0,2200,-11,36,58,0,11.91
40.0,2410,-16,16,53,1,6.868
40.0,2450,-7,40,50,1,16.19
40.0,2550,3,7,67,0,12.64
40.0,2450,3,36,60,0,14.54
40.0,2438,-27,6,58,0,13.24
40.0,2965,3,36,65,0,17.26
60.0,2100,-17,19,65,0,15.85
40.0,2270,-4,35,62,0,12.43
60.0,1930,-8,13,57,1,15.31
40.0,2420,-7,24,54,0,3.568
40.0,2360,-4,35,67,1,15.62
60.0,2490,14,35,56,0,11.09
60.0,2220,8,34,63,0,7.595
40.0,2640,12,16,50,0,5.929
40.0,2495,-7,40,60,0,13.13
40.0,1800,4,10,65,0,5.313
60.0,2410,-7,22,68,0,6.6
60.0,2710,-34,7,60,0,5.335
40.0,2480,13,35,50,0,12.26
40.0,2390,-31,7,52,0,12.09
40.0,2470,-22,12,67,1,12.66
40.0,2330,3,9,56,1,9.88
