Temperature (°C),Humidity (%),Precipitation (mm),Soil Moisture (%),Elevation (m),Landslide Risk Prediction
32,33,212,84,704,Low
17,54,100,78,889,Low
20,60,151,90,446,Low
22,50,213,34,177,Low
19,79,154,75,870,Moderate
17,77,135,72,173,Low
21,72,104,77,195,Low
21,51,240,22,447,Low
31,44,22,65,993,Low
34,64,103,27,897,Low
34,72,51,28,100,Low
35,95,89,73,849,Moderate
17,92,202,82,942,High
17,81,152,38,483,Low
31,32,216,59,13,Low
32,52,201,45,232,Low
34,68,214,61,80,Low
31,65,204,39,391,Low
20,60,16,73,663,Low
16,48,13,75,778,Low
17,77,215,61,189,Low
22,65,180,80,142,Low
18,58,127,79,510,Low
21,95,100,67,899,Moderate
15,69,135,55,209,Low
25,48,54,38,80,Low
32,66,191,47,356,Low
21,62,82,85,335,Low
35,53,143,69,839,Low
31,66,11,35,525,Low
19,40,17,41,692,Low
33,51,139,23,364,Low
21,55,219,39,17,Low
16,46,157,86,879,Low
21,43,110,78,607,Low
16,85,22,21,439,Low
31,69,143,42,179,Low
34,45,185,57,743,Low
29,72,250,38,879,Low
21,57,122,49,63,Low
21,66,157,83,475,Low
16,45,211,64,581,Low
22,48,6,20,999,Low
24,78,27,25,402,Low
27,67,183,52,474,Low
33,83,101,32,975,Low
31,94,90,46,99,Low
22,61,228,63,351,Low
18,56,61,87,281,Low
34,78,58,53,896,Low
22,56,48,53,520,Low
30,31,149,54,995,Low
15,87,199,59,393,Low
17,94,225,25,337,Low
35,37,227,89,657,Low
33,84,8,51,995,Low
32,41,17,54,836,Low
17,61,5,69,530,Low
32,39,232,87,142,Low
33,81,125,59,415,Low
26,70,204,38,0,Low
30,61,134,90,923,Low
19,64,235,66,663,Low
34,75,14,80,17,Low
26,45,106,72,825,Low
31,67,130,90,595,Low
24,75,184,28,67,Low
25,56,18,83,343,Low
34,66,124,75,363,Low
24,56,108,47,551,Low
21,59,107,61,943,Low
23,75,122,20,330,Low
26,77,3,86,61,Low
34,77,120,88,492,Moderate
15,47,226,20,905,Low
18,77,62,60,50,Low
29,79,131,45,279,Low
26,50,133,70,805,Low
23,82,231,32,745,Low
26,68,129,42,159,Low
23,53,73,58,236,Low
23,36,181,90,284,Low
29,79,238,61,830,Moderate
21,45,0,41,973,Low
16,85,95,65,34,Low
23,83,208,51,788,Low
16,48,173,47,238,Low
35,75,155,69,40,Low
23,89,140,72,542,High
33,35,107,39,398,Low
27,41,13,49,363,Low
25,63,119,54,200,Low
15,91,74,88,262,Low
33,92,72,33,462,Low
23,46,51,67,383,Low
21,51,30,28,28,Low
21,38,103,54,764,Low
22,52,156,25,856,Low
15,87,37,69,141,Low
24,43,170,37,606,Low
26,31,127,59,191,Low
23,38,15,89,723,Low
31,37,73,39,254,Low
33,38,121,87,797,Low
35,63,127,66,619,Low
23,93,101,28,441,Low
26,89,231,69,422,Moderate
22,60,79,25,609,Low
24,90,119,46,575,Low
30,74,112,42,311,Low
31,56,231,67,527,Low
33,41,119,87,201,Low
20,89,55,48,861,Low
23,38,145,63,347,Low
24,80,63,84,990,Low
30,91,198,45,96,Low
17,82,136,72,628,Moderate
28,89,188,46,391,Low
29,63,114,37,935,Low
23,62,91,69,621,Low
27,52,230,48,751,Low
22,37,125,33,903,Low
26,67,135,69,940,Low
27,34,114,48,803,Low
25,62,39,65,939,Low
29,62,37,77,388,Low
30,81,169,74,259,Moderate
26,43,94,31,322,Low
19,72,199,27,75,Low
22,69,135,89,797,Low
16,46,235,38,833,Low
26,91,71,60,305,Low
32,74,223,47,150,Low
28,79,154,51,119,Low
32,40,117,40,524,Low
22,47,54,84,200,Low
19,74,167,34,47,Low
23,60,243,64,192,Low
30,68,229,90,773,Low
18,38,61,67,485,Low
19,52,34,53,626,Low
35,54,132,55,63,Low
20,39,16,29,103,Low
23,65,219,25,603,Low
23,46,217,37,134,Low
16,58,46,45,348,Low
30,43,144,52,682,Low
28,45,39,82,993,Low
25,41,104,39,741,Low
23,66,120,86,745,Low
29,69,80,57,168,Low
16,51,19,44,96,Low
33,81,183,72,219,Moderate
24,74,130,37,929,Low
24,66,191,85,588,Low
15,32,46,84,32,Low
23,83,90,59,792,Low
35,85,175,79,745,Moderate
20,87,12,45,615,Low
27,75,5,84,198,Low
31,55,157,55,395,Low
31,56,108,70,757,Low
18,95,118,69,180,Low
28,40,51,29,296,Low
23,60,225,20,653,Low
18,60,107,86,990,Low
16,84,200,31,824,Low
22,46,195,51,230,Low
26,43,35,38,756,Low
18,52,214,86,358,Low
32,83,50,26,48,Low
26,85,60,82,780,Low
34,58,103,41,214,Low
20,41,89,60,752,Low
17,44,113,33,547,Low
23,87,126,46,128,Low
16,56,122,28,477,Low
22,45,41,28,404,Low
31,57,185,76,69,Low
26,41,217,74,957,Low
34,55,165,78,502,Low
19,89,79,53,959,Low
25,90,16,86,540,Low
20,71,133,84,133,Low
17,94,165,76,555,High
21,40,106,64,660,Low
21,51,40,71,654,Low
16,95,243,83,933,High
21,72,119,79,74,Low
18,60,159,63,145,Low
33,31,129,66,125,Low
30,93,186,28,65,Low
15,64,21,56,155,Low
27,88,18,36,423,Low
30,55,76,32,405,Low
17,41,131,20,481,Low
18,75,226,55,36,Low
25,70,195,59,550,Low
17,66,224,71,767,Low
15,32,143,73,396,Low
34,75,143,65,504,Moderate
26,70,136,37,755,Low
18,95,10,84,561,Low
24,85,15,49,608,Low
24,70,223,70,455,Low
21,65,128,43,109,Low
22,75,214,38,5,Low
33,33,191,65,884,Low
30,59,168,45,520,Low
35,62,200,34,966,Low
34,56,92,66,739,Low
31,31,30,67,753,Low
25,92,53,90,386,Low
21,65,167,26,220,Low
33,72,78,34,467,Low
29,77,179,24,449,Low
22,67,26,38,517,Low
19,64,185,58,802,Low
30,45,151,26,25,Low
23,85,26,66,198,Low
17,84,213,34,558,Low
30,46,224,52,925,Low
18,41,133,31,581,Low
32,86,46,27,794,Low
31,57,218,32,502,Low
16,63,235,48,758,Low
24,41,38,63,883,Low
28,45,72,75,28,Low
24,50,97,54,943,Low
34,58,159,85,192,Low
25,74,52,27,636,Low
27,44,243,74,26,Low
27,41,39,71,623,Low
31,71,117,21,966,Low
21,30,229,38,924,Low
26,53,162,44,551,Low
23,52,80,76,542,Low
26,51,117,45,556,Low
17,91,145,55,405,Low
20,52,188,85,455,Low
34,82,215,44,731,Low
21,35,106,27,710,Low
30,58,135,82,602,Low
35,34,249,47,671,Low
19,50,112,21,750,Low
32,74,217,42,640,Low
17,48,167,71,668,Low
21,54,208,82,4,Low
22,75,157,63,42,Low
31,52,127,71,429,Low
27,39,7,49,955,Low
18,94,3,84,812,Low
26,84,103,81,878,Moderate
22,53,125,43,285,Low
31,66,233,69,194,Low
33,38,19,77,571,Low
22,33,100,46,591,Low
15,66,151,54,79,Low
15,59,56,63,690,Low
34,69,99,39,816,Low
20,82,62,28,73,Low
29,40,84,35,659,Low
30,64,99,81,890,Low
18,83,158,42,633,Low
22,77,86,65,128,Low
22,65,70,26,881,Low
15,44,237,35,406,Low
25,89,109,41,319,Low
33,53,114,43,579,Low
35,36,119,40,233,Low
25,75,61,30,139,Low
22,43,106,26,15,Low
17,68,11,65,691,Low
27,33,7,85,823,Low
28,76,135,71,622,Moderate
31,72,139,55,579,Low
16,49,144,21,326,Low
21,92,243,60,240,Low
21,84,8,44,466,Low
28,86,192,40,977,Low
24,44,74,44,27,Low
32,77,20,52,801,Low
16,55,17,58,899,Low
17,31,139,43,164,Low
20,65,94,55,707,Low
25,92,235,57,788,Low
32,83,21,40,867,Low
20,90,49,30,464,Low
15,60,36,36,816,Low
17,33,207,81,689,Low
24,86,192,53,570,Low
20,83,116,71,520,Moderate
23,82,130,59,715,Low
32,64,60,51,979,Low
32,72,32,59,613,Low
23,86,242,36,108,Low
29,94,250,63,891,Moderate
15,94,157,54,556,Low
15,80,107,34,650,Low
16,61,111,70,196,Low
15,48,104,77,512,Low
20,76,138,83,732,Moderate
29,68,156,59,953,Low
35,44,243,80,0,Low
34,47,74,89,745,Low
24,84,124,39,686,Low
23,63,180,45,138,Low
20,91,112,55,908,Low
35,33,240,74,156,Low
21,79,239,33,1,Low
34,39,90,34,92,Low
33,70,113,52,923,Low
17,66,134,70,523,Low
21,90,38,25,730,Low
18,38,18,38,906,Low
16,63,202,69,890,Low
27,79,193,42,85,Low
19,91,91,42,547,Low
19,77,221,49,902,Low
17,35,119,24,801,Low
27,68,182,66,952,Low
34,79,153,86,729,Moderate
24,40,194,50,563,Low
25,89,166,74,986,High
17,30,172,64,269,Low
32,82,83,63,597,Moderate
25,64,226,80,985,Low
28,76,163,60,439,Low
33,56,128,78,858,Low
29,35,66,75,283,Low
22,71,181,39,930,Low
17,44,242,53,567,Low
21,35,68,22,974,Low
20,86,29,29,622,Low
24,59,176,64,950,Low
34,42,248,21,65,Low
19,89,245,69,365,Moderate
18,62,81,71,994,Low
32,93,145,88,7,Low
28,61,60,24,844,Low
18,73,43,64,216,Low
26,52,220,50,796,Low
17,52,61,72,743,Low
23,36,72,52,570,Low
18,32,29,90,970,Low
15,91,15,85,55,Low
26,95,116,34,133,Low
19,58,131,35,254,Low
28,48,232,27,955,Low
23,62,13,85,300,Low
32,69,115,53,949,Low
21,88,180,35,255,Low
33,94,174,21,951,Low
22,92,168,30,787,Low
26,56,44,39,425,Low
24,69,64,71,295,Low
24,90,10,42,791,Low
27,54,190,81,145,Low
19,70,7,54,787,Low
29,80,177,56,301,Low
24,44,4,54,520,Low
29,43,142,57,150,Low
17,30,120,53,0,Low
18,64,237,44,85,Low
19,45,138,69,168,Low
19,85,90,51,220,Low
17,77,16,70,547,Low
17,89,79,21,71,Low
26,35,146,72,483,Low
33,71,228,59,325,Low
35,66,121,76,221,Low
19,94,68,87,221,Low
31,37,93,33,337,Low
18,52,47,73,72,Low
24,93,49,29,246,Low
17,35,87,79,104,Low
27,63,158,22,252,Low
25,73,58,23,812,Low
18,84,21,21,667,Low
24,49,190,37,199,Low
32,80,79,81,771,Low
27,53,207,77,315,Low
15,41,83,55,453,Low
23,79,134,77,332,Moderate
29,89,151,87,387,High
27,59,71,81,819,Low
31,79,30,45,725,Low
19,74,185,42,377,Low
27,71,145,36,333,Low
31,47,30,25,0,Low
30,72,92,73,76,Low
15,33,36,29,30,Low
20,58,42,23,258,Low
16,81,228,63,711,Moderate
33,68,8,81,51,Low
19,53,206,69,598,Low
15,88,156,77,951,High
21,70,135,31,859,Low
32,94,247,39,750,Low
24,48,101,38,301,Low
29,69,238,54,872,Low
24,78,165,23,818,Low
20,81,212,50,744,Low
22,50,203,32,935,Low
16,83,50,85,75,Low
22,55,115,20,736,Low
19,89,90,58,869,Low
26,81,113,29,89,Low
23,46,104,88,360,Low
20,93,202,56,710,Low
25,50,19,36,980,Low
20,63,186,77,267,Low
20,71,132,88,141,Low
34,38,50,22,94,Low
20,87,206,62,397,Moderate
19,43,1,39,502,Low
25,47,80,20,114,Low
26,76,2,69,445,Low
34,53,59,38,415,Low
35,37,107,27,986,Low
24,57,152,25,942,Low
33,39,126,77,619,Low
21,37,233,29,192,Low
28,75,230,55,469,Low
28,72,79,26,372,Low
25,37,210,43,794,Low
24,64,122,64,848,Low
25,61,51,61,542,Low
19,35,148,71,812,Low
15,64,22,52,665,Low
35,47,206,87,11,Low
22,36,115,42,880,Low
16,61,248,73,455,Low
18,45,231,61,258,Low
32,83,237,82,957,Moderate
24,49,37,82,248,Low
35,58,181,70,15,Low
31,48,46,41,585,Low
29,59,24,28,867,Low
25,83,102,64,475,Moderate
34,72,49,72,933,Low
35,93,84,59,849,Low
33,81,158,67,162,Low
31,41,27,75,541,Low
16,35,225,75,881,Low
30,71,91,31,723,Low
29,49,73,52,395,Low
24,60,71,83,320,Low
32,83,185,75,489,Moderate
22,47,171,56,294,Low
15,72,135,84,444,Moderate
17,53,240,24,175,Low
29,83,122,87,484,Moderate
34,80,238,79,250,Moderate
28,47,71,72,85,Low
17,55,244,54,783,Low
20,92,234,61,181,Low
20,72,7,84,507,Low
22,61,148,42,139,Low
20,76,198,77,218,Moderate
20,81,113,33,77,Low
21,33,137,42,776,Low
24,46,201,56,678,Low
21,65,37,26,405,Low
33,75,20,45,426,Low
34,33,78,74,100,Low
30,92,145,68,152,Low
21,72,179,23,973,Low
35,77,3,85,251,Low
21,69,151,41,379,Low
34,34,235,83,501,Low
32,79,11,45,312,Low
35,65,157,29,155,Low
29,31,125,78,556,Low
21,62,178,29,391,Low
17,56,168,72,298,Low
24,46,223,23,764,Low
29,93,196,79,956,High
33,33,217,46,44,Low
22,64,54,81,932,Low
21,53,36,59,866,Low
15,50,176,72,362,Low
30,39,0,36,135,Low
28,34,236,39,173,Low
27,47,33,70,908,Low
23,79,64,80,9,Low
28,40,93,24,656,Low
21,40,184,63,732,Low
34,72,216,75,590,Moderate
22,51,79,75,873,Low
28,74,165,49,13,Low
33,48,15,49,434,Low
17,32,21,51,636,Low
22,95,208,56,61,Low
34,77,176,89,678,Moderate
25,33,8,63,733,Low
20,85,224,30,856,Low
23,74,249,34,277,Low
33,61,208,82,554,Low
20,72,207,83,9,Low
26,93,44,51,472,Low
35,95,200,74,590,High
20,53,206,67,425,Low
35,73,7,71,438,Low
15,67,179,70,279,Low
21,35,210,30,929,Low
23,68,88,31,113,Low
26,45,128,36,296,Low
18,33,75,70,233,Low
30,83,7,28,573,Low
24,74,54,37,390,Low
31,90,79,76,305,Low
20,71,204,80,179,Low
22,82,216,57,503,Low
33,61,6,55,51,Low
18,61,77,32,333,Low
23,72,193,55,527,Low
30,56,81,26,653,Low
35,44,214,89,586,Low
29,39,171,59,702,Low
25,78,77,90,764,Low
18,94,135,76,619,High
16,75,121,37,652,Low
32,71,219,69,553,Moderate
17,48,97,28,947,Low
32,55,237,50,857,Low
31,73,244,39,889,Low
19,76,138,28,137,Low
32,85,44,41,292,Low
24,94,57,27,968,Low
21,34,141,74,142,Low
18,65,63,72,862,Low
33,44,81,59,896,Low
28,79,193,52,270,Low
35,84,54,28,113,Low
29,31,172,60,881,Low
27,65,97,66,803,Low
17,46,52,80,971,Low
18,63,32,82,431,Low
22,69,54,86,331,Low
15,87,108,26,900,Low
16,53,63,73,714,Low
28,46,50,45,554,Low
15,40,54,55,244,Low
32,91,193,87,677,High
18,42,18,28,856,Low
27,87,5,83,630,Low
26,44,44,66,5,Low
31,54,69,76,725,Low
21,91,144,24,708,Low
31,88,83,83,896,Moderate
17,92,90,41,665,Low
23,86,207,84,515,High
30,90,220,79,558,High
31,44,229,26,873,Low
35,53,159,52,437,Low
25,79,121,86,673,Moderate
21,38,175,36,759,Low
23,50,111,79,766,Low
17,73,121,79,488,Moderate
22,66,238,61,262,Low
35,51,141,90,8,Low
27,86,212,89,689,High
22,89,79,46,568,Low
26,33,162,32,799,Low
15,37,172,55,130,Low
31,53,222,33,964,Low
21,49,31,50,926,Low
35,55,125,79,403,Low
17,88,14,28,772,Low
19,92,89,33,808,Low
27,46,86,41,517,Low
25,82,244,82,94,Low
23,35,68,61,857,Low
24,84,90,38,888,Low
24,80,225,60,131,Low
20,66,17,49,900,Low
35,75,50,37,153,Low
27,52,89,85,325,Low
26,92,80,50,446,Low
22,78,190,47,462,Low
28,50,173,82,948,Low
34,94,109,82,291,Moderate
18,91,32,65,626,Low
31,52,180,72,730,Low
32,53,233,72,498,Low
24,30,28,81,253,Low
16,93,16,78,904,Low
20,67,152,58,46,Low
23,87,135,59,296,Low
16,59,132,87,963,Low
16,86,203,39,583,Low
15,92,108,89,324,Moderate
30,70,13,38,499,Low
27,92,47,81,726,Low
33,90,216,80,999,High
29,30,77,76,304,Low
27,53,56,52,958,Low
35,31,18,47,354,Low
21,94,201,88,658,High
20,61,238,69,957,Low
22,88,222,37,550,Low
22,65,164,63,454,Low
18,93,26,23,910,Low
31,63,77,84,918,Low
16,76,56,69,726,Low
17,63,246,69,494,Low
25,72,53,42,829,Low
17,65,188,51,791,Low
32,90,102,79,636,Moderate
17,79,196,80,928,Moderate
26,47,24,52,723,Low
28,60,207,29,750,Low
24,92,209,61,133,Low
15,48,39,27,582,Low
16,48,157,78,772,Low
23,42,4,87,816,Low
15,70,47,45,508,Low
15,57,122,69,629,Low
25,44,219,67,222,Low
21,65,17,44,474,Low
31,32,215,39,73,Low
31,42,116,59,841,Low
20,90,84,63,637,Moderate
17,50,133,71,445,Low
15,32,133,90,12,Low
27,68,12,79,136,Low
29,84,102,81,72,Low
28,70,169,88,447,Low
18,46,237,75,344,Low
15,86,132,42,245,Low
24,31,236,27,925,Low
19,52,178,58,393,Low
24,69,189,74,612,Low
35,79,249,79,24,Low
17,85,53,65,693,Low
18,67,225,73,986,Low
24,95,183,90,184,Low
23,44,95,79,493,Low
19,55,160,32,431,Low
17,80,11,21,898,Low
28,66,189,32,732,Low
25,89,124,39,860,Low
35,45,67,77,237,Low
17,52,215,65,887,Low
23,70,75,56,872,Low
15,91,172,79,700,High
19,41,71,25,965,Low
34,31,188,84,270,Low
25,51,112,81,328,Low
31,94,67,88,825,Low
31,57,40,21,802,Low
18,42,195,30,531,Low
25,83,128,60,142,Low
18,64,80,84,986,Low
20,71,12,66,32,Low
24,33,104,36,696,Low
18,64,44,48,437,Low
32,38,9,37,40,Low
27,41,14,23,593,Low
27,52,85,76,759,Low
16,89,207,24,407,Low
22,85,223,42,0,Low
28,58,103,72,603,Low
17,78,184,36,647,Low
18,60,190,44,236,Low
16,32,86,85,426,Low
21,30,151,30,316,Low
18,46,232,54,938,Low
20,91,221,85,306,High
19,46,33,34,122,Low
23,71,208,23,563,Low
23,82,104,26,47,Low
34,31,235,44,74,Low
15,40,144,55,448,Low
19,84,168,28,156,Low
29,41,182,53,646,Low
29,36,239,63,605,Low
35,58,43,75,142,Low
22,74,218,37,392,Low
32,68,92,23,529,Low
27,50,66,67,969,Low
31,69,243,59,738,Low
20,60,250,43,322,Low
23,50,47,53,198,Low
27,38,80,74,419,Low
28,90,180,89,381,High
34,84,33,62,711,Low
23,91,67,69,312,Low
33,73,73,81,829,Low
30,49,201,83,328,Low
27,93,33,31,941,Low
26,53,68,20,791,Low
29,66,47,28,953,Low
34,45,152,21,140,Low
19,39,2,42,644,Low
31,71,222,24,217,Low
15,80,190,44,265,Low
27,56,191,86,657,Low
20,71,51,87,888,Low
32,88,151,49,86,Low
15,67,75,52,703,Low
21,30,176,35,289,Low
22,33,71,36,471,Low
29,94,124,43,201,Low
15,55,6,46,196,Low
17,89,98,46,555,Low
33,34,27,73,688,Low
35,94,186,86,830,High
23,60,196,60,87,Low
30,51,143,75,702,Low
19,39,30,22,324,Low
29,66,124,32,200,Low
24,86,91,54,294,Low
34,76,246,90,633,Moderate
15,59,145,66,404,Low
24,60,170,88,843,Low
22,64,22,71,144,Low
24,51,57,43,964,Low
22,85,27,20,857,Low
20,41,74,26,716,Low
31,63,68,70,620,Low
29,65,30,42,211,Low
17,82,128,76,735,Moderate
25,53,194,41,190,Low
33,47,223,27,311,Low
26,67,61,40,963,Low
32,59,10,47,837,Low
19,94,166,20,402,Low
30,67,124,82,688,Low
34,74,239,79,266,Moderate
35,57,170,69,312,Low
23,61,44,79,113,Low
26,83,52,28,387,Low
30,92,64,43,738,Low
30,47,212,71,662,Low
30,72,19,44,987,Low
23,74,158,30,696,Low
27,51,69,42,519,Low
24,95,116,76,512,Moderate
16,35,98,56,711,Low
35,35,62,63,974,Low
34,95,37,45,361,Low
32,44,217,37,610,Low
30,82,63,87,69,Low
20,73,86,31,607,Low
21,35,186,84,370,Low
34,38,223,49,800,Low
25,86,73,30,324,Low
28,69,171,27,984,Low
30,74,60,72,103,Low
26,95,26,51,541,Low
19,79,223,82,30,Low
26,39,62,53,768,Low
23,30,125,61,526,Low
